0,8447,0,8447,8447
5,8446.93,0.256432399976243,8446,8447
10,8471.52,174.587391216311,8446,8447
15,8471.9,168.702445600279,8445,8447
20,8501.71,267.272996100325,8444.5,8617
25,8498.57,255.946658544709,8443,8613
30,8498.04,255.867544647696,8443,8612.5
35,8504.89,264.69711659811,8442,8902.5
40,8511.71,272.834959362808,8442,9177
45,8547.82,452.84718540953,8441,9225
50,8543.02,418.52415013046,8440.5,9225
55,8542.69,418.400747797582,8440.5,9223.5
60,8582.26,570.397639432973,8440,9458
65,8579.97,535.858462674802,8439.5,9458
70,8579.44,535.521539805786,8439.5,9457.5
75,8579.11,535.023324234325,8439.5,9456.5
80,8588.28,540.492107979273,8439,9512
85,8608.09,564.198816862899,8439,9634.5
90,8618.6,566.99758608504,8438.5,9634
95,8616.96,564.876243172794,8438,9634
100,8616.76,564.716253412886,8438,9634
105,8616.52,564.367501158276,8438,9634
110,8618.19,563.757410665978,8438,9634
115,8617.88,563.542103685485,8437.5,9634
120,8618.46,563.593707444207,8437,9633.5
125,8620.7,563.186649362538,8437,9633
130,8628.55,566.221578768088,8437,9632.5
135,8628.01,565.757818319728,8437,9632.5
140,8633,566.160272842818,8437,9632.5
145,8632.14,565.627193137106,8436.5,9632
150,8631.98,565.524302722436,8436,9632
155,8631.79,565.439389262274,8436,9632
160,8632.89,564.947533006832,8436,9631
165,8640.97,565.478834459984,8436,9631
170,8641.81,564.557441674003,8435.5,9631
175,8643.45,563.985786320646,8435,9630.5
180,8643.13,563.97321834472,8435,9630
185,8651.4,567.085905522633,8435,9630
190,8662.86,571.775244039972,8434.5,9629.5
195,8662.17,571.082687055514,8434.5,9629.5
200,8661.97,570.946873556763,8434.5,9629.5
205,8676.06,582.812023683018,8434.5,9748
210,8691.61,591.15632100028,8434,9805
215,8691.27,587.845713541651,8434,9727.5
220,8694.48,587.10124193603,8434,9726
225,8694.14,586.893344981725,8434,9725
230,8693.81,586.633344353243,8433.5,9723.5
235,8693.54,586.200872594286,8433,9723
240,8694.74,586.712577749011,8433,9722.5
245,8694.2,586.278728485648,8432.5,9721.5
250,8737.04,617.771523258797,8432.5,9926.5
255,8731.16,607.978746305819,8432.5,9754
260,8733.27,607.051507225081,8432,9752
265,8734.89,606.716279939342,8432,9751.5
270,8734.36,606.23748588563,8432,9751
275,8733.99,605.940549389079,8432,9748
280,8733.72,605.700614115087,8431,9746
285,8733.34,605.281355731332,8431,9745.5
290,8732.81,604.881183674642,8431,9743.5
295,8744.08,608.778752333661,8430.5,9740
300,8742.11,606.727600919203,8430,9735.5
305,8742.72,605.907835108991,8430,9734
310,8742.93,605.115687328056,8429,9732
315,8762.97,628.606916647093,8429,9943
320,8760.79,623.69217178951,8428.5,9942.5
325,8760.35,623.363187990287,8428,9942
330,8769.99,625.838080440375,8428,9941.5
335,8768.04,623.955821409422,8428,9940
340,8767.57,623.614314486385,8428,9937.5
345,8767.12,623.269584813454,8427.5,9936
350,8766.68,622.773121780413,8427,9933.5
355,8766.29,622.46551638698,8427,9933
360,8767.75,625.451132133334,8427,9947
365,8767.13,624.854967495691,8426,9946
370,8766.74,624.639396901617,8426,9946
375,8768.32,623.818040033075,8426,9945.5
380,8767.6,623.409070103146,8426,9942.5
385,8804.07,706.361730305659,8425.5,10217.5
390,8801.71,683.947444596218,8425,10215.5
395,8801.2,683.474649097972,8425,10214.5
400,8800.66,683.042779617704,8424,10213
405,8800.15,682.501642799665,8424,10212.5
410,8801.55,684.937958924571,8423.5,10209.5
415,8800.85,684.232392664742,8423,10207
420,8811.12,685.265034328126,8423,10206
425,8810.64,683.00967235117,8423,10205.5
430,8821.43,686.239706257547,8423,10203
435,8819.56,684.657081754041,8423,10202
440,8826.64,683.650015606219,8423,10200.5
445,8825.85,683.280313907651,8423,10200
450,8825.26,682.865776775282,8422,10200
455,8824.82,682.643426746942,8421.5,10199.5
460,8824.26,682.183032105702,8421.5,10197.5
465,8823.74,681.622183034003,8421.5,10197
470,8823.29,681.511174308295,8421.5,10196.5
475,8822.84,681.05835226647,8420.5,10196
480,8822.29,680.654442875429,8420,10195
485,8821.84,680.333232669659,8419.5,10194.5
490,8823.16,679.153940687614,8419.5,10193
495,8824.06,681.18178383326,8419.5,10191.5
500,8833.07,680.003450006103,8419,10191
505,8848.38,691.7880036689,8418,10190.5
510,8858.2,701.106542430167,8418,10236.5
515,8868.93,701.711389275095,8418,10189
520,8867.95,700.922788223143,8417.5,10188.5
525,8867.42,700.509254583818,8417,10188
530,8866.86,700.25770177049,8416.5,10187
535,8870.59,699.394356972986,8416.5,10185
540,8869.47,699.050690420786,8416.5,10184.5
545,8871.21,697.603767235102,8416,10184.5
550,8880.39,697.495967114803,8416,10184
555,8889.38,697.014046783952,8415,10182.5
560,8888.38,696.26251551053,8415,10182.5
565,8887.89,695.946371076207,8415,10181
570,8887.24,695.471529890972,8414,10180
575,8908.12,713.195841748161,8413.5,10247
580,8906.75,713.730127180046,8413.5,10245.5
585,8915.36,735.827789470862,8413.5,10275
590,8913.88,732.857039264822,8413.5,10273.5
595,8916.61,730.724393525308,8413,10270
600,8929,739.996723989472,8412.5,10269.5
605,8926.75,737.440774886124,8412,10265.5
610,8926.18,737.181698200394,8412,10264
615,8927.83,735.400819109875,8411,10262.5
620,8929.28,734.387837975042,8411,10260.5
625,8928.29,733.653625577651,8410.5,10258.5
630,8927.2,732.69490115724,8410,10257
635,8926.4,732.249033092326,8409.5,10256
640,8942.4,739.064942950882,8409,10288.5
645,8941.86,736.655656300551,8408.5,10269.5
650,8940.93,736.013109992484,8408,10267.5
655,8940.06,735.360762421474,8408,10267
660,8941.83,735.947215594579,8407.5,10263.5
665,8955,738.664191550388,8407,10262.5
670,8957.93,738.906416280304,8406.5,10261
675,8956.52,737.934237578051,8406.5,10259
680,8955.46,737.330147124465,8405.5,10256.5
685,8954.54,736.836199058125,8405,10256
690,8953.59,736.257298775367,8404,10254
695,8952.65,735.394463996546,8404,10253
700,8951.77,734.791523446816,8404,10250
705,8953.48,732.601873220691,8404,10248
710,8952.45,732.132506842687,8404,10246
715,8951.39,731.40755258597,8403,10244.5
720,8952.08,732.281831267197,8403,10242.5
725,8952.71,730.375637337502,8402,10241
730,8988.56,868.932566108812,8401,10634
735,8982.86,843.206075199014,8400,10633.5
740,8990.34,844.856107765271,8399,10630.5
745,8988.44,843.036291201528,8398.5,10627.5
750,8987.4,842.118816444628,8398,10625.5
755,8987.95,841.937140759273,8397.5,10623
760,8986.47,840.425667219423,8397,10620.5
765,8986.92,840.778867863878,8396,10617.5
770,8987.23,840.313624172367,8395.5,10616
775,8995.6,867.641782434584,8395,10878
780,8993.34,863.511461909154,8394,10875.5
785,8992.04,862.14654499714,8394,10871.5
790,8990.75,861.319534730921,8394,10869.5
795,8999.4,872.796874328949,8393.5,11039.5
800,9021.98,891.430741713975,8392.5,11065.5
805,9019,884.437046311884,8392,11015.5
810,9018.69,883.81445668103,8392,11013
815,9017.18,882.506524198278,8391,11007.5
820,9018.18,880.326929399676,8390.5,11006
825,9053.35,934.645521039929,8390,11599
830,9047.56,918.687264139941,8389,11594
835,9046.08,917.497966639642,8389,11593.5
840,9051.88,915.691704989108,8388.5,11592.5
845,9050.79,914.993142271592,8387,11589
850,9061.28,954.032590341831,8386.5,11600
855,9058.34,946.235275374807,8385.5,11597.5
860,9068.88,942.993495698296,8386.5,11595
865,9076.72,940.171766812379,8385,11594.5
870,9076.63,937.132771497263,8384,11591
875,9085.13,937.003656138097,8383.5,11589
880,9083.53,935.98555474263,8383.5,11587.5
885,9082.48,935.12746908341,8383,11586
890,9088.55,933.385370573163,8383,11584
895,9113.91,950.694207759081,8382.5,11582.5
900,9120.89,942.407607614077,8382.5,11579
905,9120.93,940.523336534324,8382,11578
910,9119.83,940.057005095054,8382,11576.5
915,9129.19,938.660594150037,8382,11576.5
920,9128.93,935.93481875048,8382,11575
925,9127.66,935.062696758184,8381,11572.5
930,9126.35,934.236558356446,8381,11569
935,9127.12,936.238371615289,8381,11565
940,9147.37,942.68800771994,8380.5,11562.5
945,9161.52,997.559977488506,8379.5,11558
950,9158.5,990.72542037936,8379,11553.5
955,9157.03,989.563728533076,8378.5,11550
960,9157.1,988.035582927717,8378,11545
965,9155.25,986.598476093645,8378,11540
970,9178.06,996.281224952031,8377.5,11533
975,9173.6,990.600868568204,8377.5,11526
980,9171.39,989.109383039187,8377,11522
985,9169.27,987.456173225123,8376,11516.5
990,9169.2,991.626956169516,8374.5,11570
995,9166.55,988.893988609027,8373.5,11564
1000,9164.21,987.200073823729,8372,11558
1005,9165.9,988.929719393138,8371.5,11554.5
1010,9163.55,987.014848219651,8371,11548.5
1015,9161.31,985.488851619676,8370.5,11544
1020,9159.14,983.766797323,8370,11539
1025,9167.15,981.245254765596,8368.5,11534
1030,9164.09,979.444040352392,8367.5,11531
1035,9184.26,1027.92083588596,8365.5,11649.5
1040,9178.12,1012.8892495822,8364.5,11645.5
1045,9185.92,1014.48322596166,8364,11640.5
1050,9184.17,1010.39445297669,8364,11638
1055,9228.26,1051.81327432221,8363,11801
1060,9219.75,1035.21812833447,8362,11626.5
1065,9227.27,1032.03997118387,8362,11620.5
1070,9224.02,1029.16095059141,8361.5,11611.5
1075,9258.08,1089.71846683889,8361,11688
1080,9251.11,1072.55109736769,8360,11662.5
1085,9251.53,1068.75779356837,8358.5,11632.5
1090,9249.02,1066.34495129462,8358.5,11610.5
1095,9256.41,1061.87751671511,8358,11594
1100,9273.2,1071.20812566226,8357,11578.5
1105,9268.13,1066.53308495945,8356.5,11574
1110,9265.87,1064.56743864076,8355.5,11570.5
1115,9263.78,1062.94362175531,8355,11568
1120,9262.45,1061.09628248669,8354.5,11562
1125,9259.89,1059.09837674135,8354,11555
1130,9257.53,1056.86096535969,8353.5,11550
1135,9255.19,1055.23619544717,8352.5,11544
1140,9260.01,1048.8560916108,8351,11537.5
1145,9276.83,1049.36462791693,8351,11530.5
1150,9281.17,1043.37447934163,8350,11525.5
1155,9277.92,1041.37463232426,8350,11519.5
1160,9284.56,1035.23290035615,8347.5,11513
1165,9280.74,1032.98725015844,8344.5,11503.5
1170,9288.03,1035.01681492221,8343.5,11496.5
1175,9294.68,1033.78853004301,8342,11490
1180,9289.73,1030.82383308133,8341.5,11479.5
1185,9306.07,1029.60263252824,8340,11472
1190,9300.46,1025.95502116542,8339,11465.5
1195,9310.25,1024.86454759109,8338.5,11461.5
1200,9326.44,1036.00270386918,8336.5,11455
1205,9324.18,1030.05239035143,8338,11447.5
1210,9320.73,1028.13881913589,8337.5,11439
1215,9359.13,1092.73308222543,8336.5,11776
1220,9353.5,1082.10737625125,8335.5,11766
1225,9350.7,1080.16167420634,8335.5,11757
1230,9350.48,1079.10576971038,8335,11749.5
1235,9347.6,1077.52441674742,8334.5,11743
1240,9345.12,1076.17194075139,8333,11738.5
1245,9342.59,1074.79866185968,8332,11731.5
1250,9340.32,1073.26925161613,8330.5,11723
1255,9361.44,1068.86133428017,8330,11718.5
1260,9356.29,1066.42604572943,8329,11715
1265,9354.01,1064.85461135938,8328,11707.5
1270,9351.68,1063.29583746942,8328,11702.5
1275,9370.79,1075.41585374442,8327,11697
1280,9366.12,1070.40154157308,8326,11694
1285,9364.14,1069.30062124075,8326,11691.5
1290,9370.11,1077.85714177752,8325.5,11688.5
1295,9367.91,1076.15687428962,8324,11685
1300,9365.78,1074.81395693404,8323,11681.5
1305,9366.34,1072.51460605533,8322.5,11676.5
1310,9364.29,1071.73958746205,8321.5,11672.5
1315,9370.84,1099.2730170711,8321.5,11670.5
1320,9368.04,1095.56136544447,8321,11663
1325,9365.52,1093.96847294517,8321,11659.5
1330,9362.6,1091.65702054494,8320.5,11651.5
1335,9364.17,1092.02425376366,8320,11718
1340,9360.5,1089.64639338928,8318.5,11705.5
1345,9356.69,1086.75679766576,8317.5,11697.5
1350,9367.23,1077.68913693077,8315.5,11687
1355,9361.52,1075.17810110275,8314.5,11675
1360,9368.9,1068.18658283915,8313.5,11670
1365,9379,1087.234922994,8311.5,11973
1370,9373.38,1081.46195270639,8311.5,11881
1375,9369.57,1079.19029930833,8310,11869
1380,9365.97,1076.99748604604,8307,11854.5
1385,9362.48,1074.99844002706,8306.5,11843.5
1390,9360.43,1075.08334894171,8306,11833
1395,9356.87,1073.16929534191,8304.5,11824.5
1400,9353.49,1071.46544126172,8304,11816.5
1405,9360.34,1090.88595465365,8303,11963.5
1410,9355.25,1084.56869773243,8301.5,11867.5
1415,9352.02,1082.32864349293,8299.5,11853
1420,9348.63,1080.09023804645,8299,11835.5
1425,9346.99,1076.23835645223,8299,11813
1430,9343.92,1074.60113981745,8298,11798
1435,9341.19,1072.94920375495,8298,11787.5
1440,9338.12,1070.90070916443,8296,11771.5
1445,9338.13,1066.77435682708,8295,11759
1450,9349.42,1063.73854898939,8294,11751
1455,9346.09,1061.69125698176,8292.5,11740
1460,9343.4,1060.2481889738,8292,11731
1465,9366.52,1083.48113192262,8292,11723.5
1470,9362.58,1078.88092208566,8290.5,11714.5
1475,9360.01,1077.28259420534,8289.5,11705.5
1480,9357.15,1075.63931072069,8287.5,11696.5
1485,9354.54,1073.95270497599,8286.5,11687
1490,9378.25,1099.01156118403,8286,11755
1495,9372.88,1092.64215292265,8284,11672
1500,9369.66,1089.83928219261,8283,11667
1505,9371.86,1094.32551082224,8282,11657
1510,9377.49,1092.61128684515,8281,11651
1515,9373.02,1089.27961534403,8280,11644
1520,9369.84,1086.73575463589,8279,11639
1525,9366.89,1084.97829327074,8278.5,11632.5
1530,9366.14,1081.8184188269,8278,11626.5
1535,9363.27,1079.80215036802,8277,11619
1540,9360.35,1077.67017100537,8275.5,11614.5
1545,9364.69,1074.7900118609,8274.5,11611
1550,9361.52,1072.95733561051,8273.5,11606.5
1555,9362.03,1068.3921030968,8273,11599
1560,9359.5,1066.98875345526,8271.5,11594
1565,9357.12,1065.75589222776,8270.5,11589.5
1570,9354.62,1063.95308034317,8269.5,11582
1575,9352,1062.23215518791,8269,11577
1580,9350.74,1061.35785547276,8269,11572
